EXP;GIRL;AGE;TIREDNESS;SLEEP;HEIGHT;WEIGHT;DEP1;DEP2;DEP3;DEP4;IG;IGPHOTOS1;IGPHOTOS2;INTER1;INTER2;INTER3;INTER4;INTER5;APP1;APP2;APP3;APP4;APP5;APP6;APP7;APP8;APP9;APP10;SELF1;SELF2;SELF3;SELF4;SELF5;SCHEM1;SCHEM2;SCHEM3;SCHEM4;SCHEM5;SCHEM6;SCHEM7;SCHEM8;SCHEM9;SHCEM10;MEMORY1;MEMORY2;BD1;BD2;BD3;BD4;BD5;BD6;BD7;BD8;BD9;ATT1;ATT2;COM1;COM2;BMI
1;0;13;3;3;154;36;3;1;3;3;1;1;1;2;3;3;2;2;4;5;4;5;3;5;5;5;5;5;3;3;3;3;3;2;2;3;4;3;3;3;2;2;4;2;2;1;1;1;5;3;3;3;1;5;2;1;2;3;15,179625569236
1;1;16;3;2;175;55;3;3;4;3;4;2;4;5;4;5;4;4;4;3;4;3;4;4;2;3;3;3;2;2;3;3;3;5;5;3;4;3;4;5;4;5;4;2;2;3;4;3;2;4;4;4;2;4;4;2;3;4;17,9591836734694
1;1;13;3;2;167;50;2;1;2;1;1;1;1;1;2;2;2;3;4;4;4;4;4;5;5;4;5;99;3;3;3;3;4;2;2;3;4;3;3;3;3;2;4;2;2;3;2;2;2;2;2;1;2;1;2;1;2;3;17,9282154254366
0;0;16;3;3;170;65;2;2;2;2;4;1;3;3;4;4;4;4;3;3;4;4;2;4;2;2;4;3;2;2;2;2;2;5;3;1;5;1;2;2;1;5;3;2;2;2;3;4;4;3;3;4;4;2;3;2;3;1;22,4913494809689
0;1;15;3;3;170;81;3;2;3;3;4;1;4;2;4;4;4;2;5;4;5;4;5;4;5;4;4;4;4;4;4;4;4;2;2;2;4;2;3;2;4;3;3;2;1;2;3;2;4;2;3;3;3;2;3;2;2;3;28,0276816608997
0;1;14;3;2;140;42;3;2;3;4;2;1;2;4;5;4;4;4;3;4;4;3;4;3;4;4;5;4;3;3;3;3;3;3;4;4;4;3;3;4;3;4;3;2;2;4;4;3;4;4;4;4;4;3;2;1;3;3;21,4285714285714
1;0;15;3;2;176;69;2;2;3;3;4;2;4;3;2;2;2;1;5;5;5;5;3;5;4;3;5;4;3;4;2;3;4;4;4;4;3;2;2;1;4;2;2;2;2;2;1;2;2;2;1;4;2;2;3;3;2;3;22,2753099173554
0;0;18;3;3;183;78;3;4;3;3;3;3;3;3;4;4;4;4;4;3;99;4;4;4;4;3;4;99;2;3;3;3;3;3;3;2;3;3;4;3;2;2;4;2;2;3;3;2;2;3;2;3;2;2;99;99;2;3;23,291229956105
0;1;15;4;3;165;47;5;4;4;3;5;2;3;2;4;5;5;3;3;3;3;3;3;3;3;3;2;3;2;2;3;4;4;2;3;4;3;3;3;1;4;4;2;2;2;4;5;3;3;5;5;3;3;3;2;3;1;2;17,2635445362718
0;0;17;3;2;184;68;3;2;2;2;4;3;5;2;4;3;3;5;5;4;5;5;3;5;3;3;4;5;3;4;4;3;3;4;2;2;5;2;3;5;3;2;3;2;2;1;1;2;3;2;3;2;3;3;99;2;2;3;20,0850661625709
1;0;15;2;3;195;70;2;1;2;2;2;2;3;3;3;1;1;3;4;5;4;4;3;4;2;3;5;3;3;3;3;3;3;2;2;1;3;2;1;2;1;1;2;2;2;1;1;1;1;1;1;2;1;1;2;3;2;4;18,4089414858646
0;0;14;3;2;152;53;2;1;2;2;3;2;3;4;4;3;4;4;4;3;4;4;3;3;5;3;4;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;3;2;2;2;2;2;2;2;3;3;2;2;3;2;2;2;22,9397506925208
0;0;15;3;2;165;58;2;2;2;2;2;1;2;3;3;3;4;3;5;4;4;4;3;5;4;3;5;4;3;3;3;3;4;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;99;21,3039485766759
0;0;16;3;3;187;67;3;2;2;2;1;1;1;2;4;4;4;1;5;3;5;5;3;5;4;3;5;4;4;3;4;4;99;4;2;4;5;4;4;4;1;2;3;2;2;1;2;1;2;3;1;2;1;2;2;1;3;3;19,1598272755869
0;1;17;3;3;165;56;3;3;4;3;3;2;2;1;4;4;2;2;99;5;5;5;3;99;99;99;5;4;3;4;4;4;4;4;2;3;2;3;3;2;2;3;1;1;2;1;1;2;1;3;1;1;2;3;3;2;4;4;20,5693296602388
1;0;13;3;3;152;45;3;2;3;2;5;2;3;2;4;4;3;2;3;4;4;4;3;3;3;4;4;2;3;4;3;2;4;3;2;2;4;2;1;2;1;2;1;2;2;3;2;2;2;2;2;2;2;2;2;1;3;4;19,4771468144044
0;1;13;3;2;153;56;2;1;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;3;3;2;2;2;2;4;2;2;2;2;2;2;3;2;4;3;23,922422999701
0;1;14;3;3;166;53;4;99;3;3;4;2;4;3;4;4;4;3;3;2;2;3;2;3;1;4;3;3;2;2;2;2;2;4;3;3;3;3;4;4;3;3;3;2;2;4;4;3;3;3;2;3;3;3;3;2;2;4;19,2335607490202
0;0;17;3;4;180;83;2;1;3;2;1;1;2;4;2;5;4;1;2;3;3;2;5;4;2;4;3;2;2;3;3;4;4;3;2;1;3;1;2;4;4;3;1;2;2;4;5;4;4;3;2;5;3;2;99;1;3;2;25,6172839506173
1;0;13;4;2;160;70;2;1;2;2;5;2;4;3;3;4;3;3;2;2;4;3;4;3;2;3;2;2;2;3;3;3;3;3;2;3;3;3;4;4;3;4;4;2;2;4;4;4;4;3;4;4;3;3;3;1;2;3;27,34375
1;1;13;3;3;165;83;1;1;1;2;2;2;2;3;4;5;4;3;3;3;2;3;3;3;3;2;4;3;2;3;3;2;2;4;5;4;3;5;4;3;4;5;5;2;1;4;4;3;3;4;4;2;4;3;2;1;2;3;30,4866850321396
1;0;13;2;2;180;70;1;1;2;2;2;2;2;4;3;3;3;3;4;5;5;4;4;4;4;3;4;5;3;4;4;3;4;4;3;2;4;3;4;4;2;3;4;2;2;1;1;2;2;3;1;2;2;2;3;2;2;3;21,6049382716049
0;0;17;4;3;181;66;2;2;3;2;5;2;5;1;2;4;2;2;4;5;5;5;4;5;3;3;5;4;3;3;4;4;4;2;4;1;5;1;4;2;2;5;3;2;2;2;1;1;1;99;99;99;99;99;1;3;4;1;20,1459051921492
0;1;14;3;2;156;36;3;3;3;3;3;2;3;2;3;2;2;2;4;3;3;3;3;4;3;4;4;3;3;3;4;4;3;3;3;3;3;3;2;3;2;3;3;2;2;1;1;4;5;3;1;5;1;5;3;2;3;2;14,792899408284
1;0;15;3;2;172;76;2;2;2;2;4;2;3;3;4;4;4;3;3;2;3;3;3;2;2;2;4;3;3;3;3;2;3;3;4;3;3;3;3;3;4;4;3;2;2;4;3;4;4;3;4;4;2;4;3;1;2;3;25,6895619253651
0;0;13;2;2;171;70;2;2;2;1;2;2;2;1;4;3;1;1;3;5;3;5;2;5;2;2;4;4;4;3;4;2;4;1;2;2;3;2;2;1;2;2;3;2;2;4;4;2;3;3;3;4;3;3;99;1;2;4;23,9389897746315
1;1;16;3;2;171;68;3;1;2;4;5;2;5;4;4;5;4;3;3;2;4;3;3;2;2;2;2;2;2;2;2;4;3;2;4;3;5;3;4;4;4;4;4;2;2;3;3;4;2;4;3;4;2;3;3;1;3;3;23,2550186382135
0;1;15;3;3;172;64;3;2;3;3;3;3;2;4;3;3;2;4;4;4;4;4;5;4;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;4;3;2;2;2;21,6333153055706
1;0;17;2;2;180;75;2;1;2;2;2;1;2;2;3;3;2;1;4;4;4;4;4;4;3;4;5;4;3;3;3;3;3;3;2;3;4;4;4;4;2;2;3;2;2;1;1;2;2;3;2;2;3;2;3;3;2;3;23,1481481481481
0;1;14;1;2;178;55;1;1;3;1;5;2;5;3;4;3;2;4;5;5;5;5;4;5;2;4;5;4;4;4;4;2;4;1;4;5;5;4;3;2;3;4;2;2;2;1;3;1;2;4;1;2;1;2;2;2;3;3;17,3589193283676
0;1;16;4;3;162;55;3;1;3;3;5;3;4;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;3;4;2;3;2;2;2;3;2;1;1;1;2;2;2;1;2;1;2;4;3;3;3;20,9571711629325
1;0;18;3;1;171;64;1;1;1;2;1;1;1;2;4;4;4;1;5;4;5;5;3;4;4;3;5;4;3;3;2;3;4;2;2;3;3;2;2;4;1;1;2;2;2;4;2;2;4;1;1;2;1;2;2;1;2;4;21,8870763653774
0;1;15;3;2;170;61;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;3;3;3;3;4;4;4;4;4;5;4;4;3;4;2;2;2;2;2;4;4;2;2;2;1;3;3;2;2;21,1072664359862
0;1;17;4;3;160;50;3;3;3;3;3;3;4;4;3;5;4;3;3;3;5;4;3;5;4;3;3;3;2;3;3;3;3;3;3;3;3;2;3;4;2;2;3;2;2;1;2;2;2;2;3;3;3;3;2;2;2;99;19,53125
0;1;15;3;3;150;38,5;3;1;2;2;3;2;3;4;2;1;3;4;3;3;2;3;3;3;5;1;4;2;2;2;3;2;2;4;2;2;4;1;5;2;1;4;5;2;2;2;1;2;2;2;2;4;1;4;2;2;2;2;17,1111111111111
1;1;14;3;3;162;59;3;3;3;1;2;1;4;5;4;5;5;3;3;2;4;2;3;2;3;2;5;2;1;2;1;2;1;3;5;5;2;4;1;4;5;5;2;2;2;5;5;5;1;2;2;1;3;3;4;2;3;2;22,4813290656912
1;0;13;2;1;158;52;1;2;2;1;4;2;4;2;3;3;3;2;5;4;4;4;3;5;4;4;5;5;3;4;4;3;3;1;2;2;3;2;2;2;1;2;3;2;2;3;2;2;3;3;2;3;2;3;1;2;2;2;20,829995193078
0;1;18;3;3;165;58;5;5;4;4;4;2;4;4;4;2;4;3;4;4;4;4;2;4;3;3;4;4;3;3;3;3;3;4;4;5;2;5;5;3;4;4;4;2;2;2;1;2;2;2;1;2;2;4;2;4;1;2;21,3039485766759
1;1;15;3;2;174;56;2;1;2;3;5;2;4;5;4;3;2;4;4;5;4;5;3;5;4;3;5;5;4;4;2;2;3;4;3;4;4;2;3;4;3;2;3;2;2;1;2;2;5;3;3;2;2;2;4;4;4;4;18,4964988769983
0;0;17;2;3;173;69;3;3;2;2;4;2;2;3;4;2;3;3;4;4;4;4;4;4;2;4;4;2;3;3;2;3;3;4;2;3;4;2;4;4;4;4;4;2;2;1;4;2;1;3;2;5;1;2;3;2;4;3;23,0545624644993
0;1;17;4;3;170;60;5;4;5;4;5;2;5;4;4;4;4;3;4;3;4;3;2;4;4;99;3;4;3;2;3;2;2;3;2;3;4;3;3;2;2;4;2;2;2;2;3;2;2;4;3;2;2;3;3;2;4;3;20,7612456747405
0;1;18;3;2;171;57;2;3;2;3;3;1;2;4;4;4;4;4;3;3;2;3;4;4;99;2;3;2;2;1;2;99;2;5;3;3;5;4;4;1;5;1;1;2;2;2;4;3;2;3;2;3;2;3;3;99;3;2;19,4931773879142
0;1;15;3;3;170;58;2;2;3;2;3;2;2;3;4;3;2;99;5;4;4;4;4;5;4;5;4;5;3;3;3;3;3;3;2;2;5;2;5;4;4;1;5;2;2;1;5;2;5;1;4;4;2;4;2;2;2;99;20,0692041522491
0;0;16;3;2;173;60,3;3;4;3;3;4;1;4;3;5;3;5;3;5;3;2;2;5;3;5;2;3;2;2;2;2;2;2;1;4;1;4;1;5;2;4;3;5;2;2;1;1;3;1;3;3;2;3;3;3;2;4;3;20,1476828494103
1;0;15;3;2;180;65;3;3;3;2;4;2;4;4;4;3;4;4;3;4;3;4;4;4;2;3;3;3;2;2;2;3;2;4;4;3;4;4;3;3;3;4;4;1;2;2;2;3;2;3;3;3;3;3;1;1;2;3;20,0617283950617
1;1;18;3;3;169;99;2;2;3;1;5;5;4;3;3;3;5;2;5;5;5;5;4;5;4;4;4;3;4;2;2;2;4;3;1;4;2;3;2;3;4;3;3;1;1;3;3;2;3;3;3;3;1;3;4;1;2;3;34,6626518679318
0;1;17;3;3;173;81;2;4;3;4;5;2;4;1;4;4;4;1;4;4;5;4;4;4;5;3;5;4;3;3;3;3;4;2;2;2;4;2;2;4;2;2;2;2;2;4;3;4;4;3;2;2;2;2;2;1;2;3;27,0640515887601
0;1;14;3;4;154;45;2;1;3;2;5;4;5;4;4;4;4;3;4;4;4;4;3;99;4;4;4;4;3;3;3;3;4;4;3;4;4;4;3;4;4;4;4;2;99;3;4;3;2;3;4;3;4;3;4;1;3;3;18,9745319615449
1;0;15;5;1;172;100;2;2;2;2;1;1;1;3;3;3;3;2;3;3;3;3;3;3;3;2;3;2;3;3;2;3;3;3;2;4;3;2;3;3;3;3;3;1;2;3;3;2;3;3;4;3;3;3;3;4;4;4;33,802055164954
1;1;16;5;2;164;52;3;2;4;2;5;3;5;4;4;2;3;2;5;5;5;5;3;5;5;2;5;5;4;3;3;2;4;4;4;4;5;4;2;2;2;2;2;2;2;2;4;2;2;2;2;3;4;2;3;2;2;4;19,3337299226651
1;1;18;3;2;164;65;4;3;4;4;5;2;4;2;4;4;4;1;5;4;5;4;5;4;5;4;4;5;4;4;4;4;4;3;3;4;5;2;3;1;4;4;2;2;2;4;4;2;2;1;4;2;5;3;4;1;3;4;24,1671624033314
1;0;18;3;2;176;72;1;2;2;1;1;1;1;2;4;4;2;2;3;3;3;4;3;2;2;2;4;2;3;3;3;3;3;4;4;2;5;2;2;2;3;1;2;2;2;4;4;3;4;3;2;4;2;2;2;1;2;3;23,2438016528926
1;0;14;2;2;165;42;2;2;2;2;4;2;4;99;2;3;2;2;5;4;5;4;4;5;5;4;5;3;4;3;4;2;3;2;1;3;5;1;2;1;1;2;2;2;2;1;1;1;2;99;1;99;1;99;3;1;3;4;15,4269972451791
0;1;17;2;4;165;58;3;2;2;3;2;2;2;2;4;2;2;2;4;3;4;3;3;4;4;3;4;3;3;3;3;3;3;4;2;2;4;2;2;2;2;2;2;2;2;4;4;2;3;3;3;3;3;3;3;2;3;3;21,3039485766759
1;1;16;3;4;162;60;2;3;2;3;4;2;5;2;4;3;3;3;3;3;4;4;2;4;3;3;3;3;2;3;2;4;3;3;2;2;4;3;1;3;1;3;2;2;2;4;3;4;3;4;4;3;3;3;2;1;2;2;22,8623685413809
0;1;16;1;3;172;58;4;4;4;4;4;4;2;3;4;99;2;4;5;4;4;4;5;4;4;4;4;4;2;3;3;2;4;4;4;5;4;2;5;5;1;99;2;2;2;3;3;2;2;4;3;3;99;2;4;2;3;1;19,6051919956733
1;0;13;3;3;146;39;1;1;3;1;1;1;1;2;3;2;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;99;2;3;3;99;3;2;3;2;3;99;2;2;4;3;4;4;3;3;3;2;3;2;1;2;3;18,2961155939201
0;0;17;2;4;170;57;3;3;2;3;2;2;2;3;4;2;3;4;5;4;4;4;4;4;4;3;5;5;3;3;3;2;3;2;2;2;4;2;4;4;1;4;2;2;2;1;1;2;2;3;3;2;1;2;3;1;2;2;19,7231833910035
0;0;15;2;1;165;55;3;1;2;1;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;2;3;2;3;3;3;3;1;99;3;3;2;3;3;3;3;3;3;1;1;1;1;20,2020202020202
0;1;16;3;2;163;51;3;3;4;2;3;2;4;4;1;4;4;1;5;4;5;4;5;4;5;4;4;4;2;3;2;2;3;4;4;5;3;2;3;1;3;1;1;2;2;2;1;2;3;99;99;2;4;2;3;3;4;3;19,1953027964922
0;0;14;3;3;175;52;2;1;1;2;2;2;1;2;3;3;3;3;2;3;2;4;3;3;4;3;3;3;2;3;3;2;3;3;3;3;2;3;3;2;2;2;2;2;2;3;2;3;3;3;2;2;3;5;1;2;2;3;16,9795918367347
1;1;15;3;3;177;59;2;1;2;2;5;3;5;4;4;3;3;4;4;4;4;4;3;4;3;4;4;5;3;3;3;3;4;2;4;2;4;3;2;3;2;3;2;2;2;2;3;2;3;2;2;2;2;3;2;2;3;3;18,8323917137476
1;1;18;5;2;166;67;4;2;4;4;5;2;5;3;4;5;4;3;3;3;5;4;4;4;4;3;3;4;3;3;4;4;3;1;1;3;5;4;5;2;3;3;1;2;2;4;2;2;3;2;3;3;3;3;1;1;3;4;24,3141239657425
1;0;18;3;3;179;65;2;1;1;2;2;2;3;3;3;4;4;4;5;4;4;4;3;3;4;3;3;5;3;3;3;3;4;4;2;3;3;4;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;1;1;20,2865079117381
1;0;16;1;2;175;98;3;4;3;2;5;2;2;1;2;3;4;1;3;3;4;3;2;4;3;5;5;2;3;3;3;3;4;3;2;1;3;2;1;2;1;3;2;2;2;4;3;3;4;4;5;4;2;5;3;1;4;4;32
0;0;16;3;2;185;82;2;1;2;2;3;99;3;2;4;1;4;3;4;5;4;5;4;4;5;4;5;4;3;3;3;3;4;3;2;2;4;3;2;4;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;3;3;2;23,9590942293645
0;0;16;4;3;170;72;4;4;4;3;3;2;2;4;3;4;4;3;3;2;4;3;3;2;3;3;3;4;2;3;2;2;3;3;4;4;4;2;2;3;3;3;4;2;2;3;4;2;3;3;3;4;2;4;3;2;2;2;24,9134948096886
1;1;18;4;4;160;40;4;4;4;4;5;3;5;3;5;5;5;3;3;3;3;3;4;3;3;3;3;3;2;3;2;3;4;4;4;4;5;4;4;5;4;3;4;2;2;1;1;2;5;2;1;5;1;5;3;2;1;99;15,625
1;0;15;3;2;180;62;3;3;3;2;2;1;2;4;2;4;4;3;4;3;5;4;4;3;5;4;4;3;4;4;4;3;4;1;3;2;1;3;3;3;2;4;3;2;2;1;1;3;3;2;1;1;1;4;2;2;3;4;19,1358024691358
0;1;16;2;3;164;70;2;1;3;2;4;3;3;4;3;3;5;4;4;3;5;4;3;3;4;2;3;5;2;4;3;2;3;3;2;2;3;3;4;2;4;4;2;2;2;3;5;2;1;1;3;4;1;4;3;3;3;3;26,0261748958953
0;1;14;4;2;170;61;3;2;3;4;4;2;4;4;4;4;4;4;4;3;3;3;3;3;3;2;3;3;2;2;2;2;3;4;5;4;5;4;3;4;4;4;2;2;2;3;4;3;4;3;3;4;2;3;3;1;3;3;21,1072664359862
1;1;16;3;2;170;55;3;4;3;99;4;2;4;4;4;4;3;4;3;3;3;99;3;3;3;99;3;3;2;2;2;1;2;4;5;4;5;4;4;4;3;4;4;2;2;1;1;2;3;3;4;4;1;4;2;3;2;3;19,0311418685121
1;0;18;2;3;176;72;2;3;3;2;2;1;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;4;2;3;4;3;2;2;2;1;3;2;3;3;4;2;4;2;2;2;2;23,2438016528926
1;0;18;3;3;175;65;3;3;3;4;3;2;2;4;4;3;4;4;4;4;3;4;3;4;3;3;4;3;4;4;4;3;4;4;4;3;4;3;3;4;2;4;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;21,2244897959184
0;0;13;2;3;157;58;3;1;3;2;4;2;4;3;2;5;5;3;2;3;4;3;4;3;3;3;3;3;2;3;3;3;3;3;1;1;4;2;5;4;2;4;3;2;2;4;2;3;3;2;4;2;2;4;3;1;3;2;23,5303663434622
0;1;16;2;2;153;56;3;2;3;3;2;2;3;4;4;3;4;4;3;4;4;3;3;4;3;5;4;5;3;3;2;3;4;4;4;4;5;4;4;4;3;3;3;2;2;4;3;3;3;2;2;4;2;3;4;3;2;3;23,922422999701
1;0;16;3;2;165;75;3;1;3;2;2;1;2;3;3;5;4;3;5;3;3;3;5;5;4;3;3;2;2;4;4;4;4;3;3;3;5;4;2;4;4;4;3;2;2;3;3;4;3;3;3;3;4;2;4;2;3;4;27,5482093663912
0;1;18;5;3;164;45;3;3;3;4;5;2;5;4;4;5;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;2;4;4;3;1;2;4;1;3;3;3;3;2;3;3;2;3;3;2;16,7311124330756
1;1;15;2;1;168;56;1;1;1;1;3;2;3;4;1;2;3;2;4;4;4;5;4;5;4;4;5;5;3;4;4;4;4;4;4;2;3;3;2;4;1;3;3;2;2;1;1;2;1;1;3;2;2;2;2;2;2;4;19,8412698412698
0;1;14;3;3;160;52;2;2;2;3;4;3;5;4;4;2;3;4;3;3;4;4;4;3;4;3;4;4;3;3;3;4;3;4;4;4;5;3;5;3;3;4;4;2;2;4;3;3;4;3;4;3;3;2;4;3;3;3;20,3125
0;0;13;3;3;145;38;3;1;2;3;5;3;4;3;4;2;3;3;3;3;4;2;3;3;3;3;3;3;2;3;3;3;3;2;3;4;3;4;3;3;4;2;3;2;2;2;2;2;4;4;2;2;2;4;2;2;2;2;18,0737217598098
0;0;18;2;2;167;71;1;3;4;2;5;2;99;3;3;3;3;3;3;3;99;3;5;3;2;99;4;5;4;4;3;3;3;4;4;4;5;1;1;2;3;5;5;2;2;4;5;2;3;5;3;3;1;5;3;1;4;1;25,4580659041199
0;0;13;3;2;165;45;2;2;1;1;1;1;1;3;4;2;4;3;3;3;4;3;5;2;2;2;3;99;3;2;2;3;99;2;4;3;4;2;3;4;3;4;3;1;2;2;2;3;2;3;3;3;3;3;2;2;2;3;16,5289256198347
0;1;13;3;1;160;56;4;2;3;1;2;2;2;4;3;4;4;3;3;3;3;99;2;3;99;99;3;3;2;2;3;2;3;4;3;3;4;4;3;4;4;4;4;2;2;4;4;3;3;3;3;3;4;3;3;99;2;3;21,875
0;0;18;3;3;190;70;2;2;3;2;4;2;3;3;2;4;2;2;3;3;4;3;2;3;3;3;4;3;2;3;3;3;3;3;3;2;3;2;3;2;2;3;2;2;2;1;1;2;2;2;2;3;2;2;2;2;2;2;19,3905817174515
1;0;17;3;2;169;73;3;1;5;3;1;1;1;2;3;5;4;1;5;5;2;5;5;4;5;4;5;2;4;3;3;3;4;3;2;2;5;5;4;1;4;1;4;2;2;1;4;1;1;2;4;3;2;4;2;3;4;2;25,5593291551416
0;1;18;3;2;178;70;2;3;2;2;5;2;5;3;2;2;2;3;4;4;5;4;3;4;4;4;4;3;3;3;4;2;3;3;2;2;4;2;3;2;1;3;2;2;2;3;2;2;3;1;2;2;2;2;2;1;2;3;22,0931700542861
1;1;13;4;4;165;51;4;3;4;3;4;3;3;4;4;4;4;3;3;3;3;3;3;3;2;3;3;3;3;3;4;3;3;4;3;3;3;3;2;3;3;3;3;1;1;3;4;2;1;1;5;1;4;2;3;3;3;3;18,732782369146
0;0;13;3;3;170;63;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;4;3;3;3;3;3;3;3;3;3;2;2;3;21,7993079584775
1;1;13;3;3;158;49;3;3;3;4;5;3;5;4;5;3;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;3;3;3;3;2;3;3;2;2;2;3;3;3;4;3;3;3;3;3;2;3;4;19,6282647011697
1;0;17;3;3;179;63;3;2;2;3;4;2;4;4;3;3;4;4;4;3;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;1;1;2;2;2;2;3;2;3;2;2;3;4;19,6623076683
1;1;18;3;3;168;52;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;2;2;4;4;3;3;3;3;3;3;3;3;2;2;3;4;3;3;3;3;3;3;3;3;3;3;3;18,4240362811791
0;1;18;3;5;169;52;2;2;3;3;5;3;5;3;4;4;3;3;3;3;3;3;4;3;3;3;3;2;2;3;3;2;3;3;3;2;4;3;3;2;3;3;3;2;2;2;2;3;4;4;2;4;2;4;2;3;3;2;18,2066454255803
1;1;13;4;3;152;49;3;3;3;5;5;2;5;3;4;4;4;1;5;4;5;4;3;4;5;4;4;4;4;4;3;3;4;2;2;4;5;3;3;3;1;3;1;2;2;4;2;2;2;3;1;2;1;1;2;3;4;4;21,2084487534626
0;1;14;4;4;160;47;3;2;3;4;5;2;4;4;4;4;4;4;3;4;3;3;4;3;2;2;3;3;2;2;2;4;4;4;4;4;4;4;4;4;3;4;2;2;2;2;3;2;4;3;2;3;3;4;3;2;3;3;18,359375
0;1;13;3;2;168;52;3;99;2;2;2;1;2;2;4;3;1;3;4;4;3;4;4;5;3;4;5;3;3;3;2;99;99;2;2;4;4;4;2;2;1;1;2;2;2;4;2;3;3;2;1;3;1;3;2;2;2;99;18,4240362811791
0;0;17;3;3;178;73;2;2;2;2;3;2;3;2;4;4;4;2;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;2;4;3;3;4;4;3;3;2;2;4;3;2;4;3;3;3;3;3;1;1;2;2;23,0400201994698
0;0;17;3;1;179;65;2;1;2;3;5;2;4;2;3;3;4;4;2;3;3;3;3;4;3;2;3;4;3;3;1;2;4;4;4;3;3;4;1;3;3;1;3;2;2;1;1;4;3;2;3;3;3;3;1;2;1;99;20,2865079117381
0;1;13;2;2;155;40;2;2;3;2;3;2;3;4;3;2;2;4;5;5;5;5;4;5;3;3;5;3;3;3;3;3;3;3;2;3;4;4;4;4;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;16,6493236212279
0;1;18;3;4;168;54;4;5;4;3;4;2;4;2;4;5;4;1;4;4;4;4;3;3;5;4;4;5;3;3;4;4;3;2;1;4;5;5;5;4;2;3;5;2;2;4;4;2;3;4;1;4;1;2;4;3;1;4;19,1326530612245
0;0;13;2;2;151;36;2;2;2;2;5;2;4;3;3;1;2;2;5;5;4;4;3;99;4;99;5;4;2;3;2;2;3;2;1;2;5;2;4;3;2;2;3;2;2;1;1;2;2;3;1;2;1;2;2;1;3;1;15,7887811938073
0;0;17;3;3;185;78;3;3;3;3;5;3;5;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;2;3;2;3;2;3;3;4;3;3;4;4;3;2;2;2;3;2;4;3;2;3;2;4;2;3;2;3;22,7903579254931
1;0;13;2;3;165;56;2;1;3;2;3;2;3;1;99;4;4;2;5;4;5;4;5;5;3;3;5;4;3;4;3;3;4;4;2;2;99;2;3;2;4;4;3;2;2;3;2;3;2;99;4;2;99;2;2;1;4;4;20,5693296602388
0;1;14;3;2;160;54;2;1;2;2;2;1;2;4;3;3;2;3;4;4;4;4;4;4;4;4;4;3;3;3;2;2;2;4;3;1;2;1;3;3;2;3;3;2;2;2;2;2;3;2;2;4;2;4;4;3;2;2;21,09375
1;1;18;3;3;180;60;1;2;2;2;3;3;2;3;2;3;3;2;3;3;3;3;3;2;4;3;4;4;2;2;2;2;3;2;2;2;3;3;3;3;2;3;3;2;2;2;2;3;3;4;3;3;2;4;3;3;3;2;18,5185185185185
0;0;16;2;5;180;80;3;3;3;3;3;5;99;4;4;4;4;2;4;4;3;4;4;3;3;4;3;2;3;3;3;2;2;3;3;3;2;3;2;4;3;4;3;1;2;5;3;1;3;2;2;2;3;2;1;3;3;3;24,6913580246914
1;0;17;3;4;178;60;2;2;3;3;3;3;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;2;4;3;3;2;1;2;3;18,9370029036738
0;0;13;99;3;140;35;2;1;3;4;2;2;2;3;3;1;4;5;4;3;1;4;2;3;3;3;5;5;2;3;1;4;3;1;3;1;3;2;3;1;3;4;4;2;2;2;3;2;3;3;2;2;4;1;1;2;1;3;17,8571428571429
