EXP;GIRL;AGE;TIREDNESS;SLEEP;HEIGHT;WEIGHT;DEP1;DEP2;DEP3;DEP4;IG;IGPHOTOS1;IGPHOTOS2;INTER1;INTER2;INTER3;INTER4;INTER5;APP1;APP2;APP3;APP4;APP5;APP6;APP7;APP8;APP9;APP10;SELF1;SELF2;SELF3;SELF4;SELF5;SCHEM1;SCHEM2;SCHEM3;SCHEM4;SCHEM5;SCHEM6;SCHEM7;SCHEM8;SCHEM9;SHCEM10;MEMORY1;MEMORY2;BD1;BD2;BD3;BD4;BD5;BD6;BD7;BD8;BD9;ATT1;ATT2;COM1;COM2;BMI
1;0;17;3;4;165;63;2;2;3;2;3;2;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;2;3;2;3;2;3;2;2;2;3;2;2;2;2;4;2;2;2;2;2;2;1;1;1;1;23,1404958677686
0;0;17;3;2;183;74;1;99;1;99;1;1;1;1;1;1;1;1;5;4;5;5;4;5;5;5;5;5;4;4;4;4;4;1;1;3;5;3;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;2;3;2;2;3;22,096807907074
0;0;17;3;4;184;102,7;2;2;3;3;1;1;1;99;4;5;5;99;4;4;3;4;2;4;3;2;4;3;2;2;4;4;4;4;3;3;5;1;5;2;2;4;5;2;2;5;5;2;4;5;4;4;5;3;1;1;3;4;30,3343572778828
1;1;17;5;2;165;58;4;1;1;4;4;2;4;1;3;2;1;1;5;4;5;5;2;5;5;5;5;5;4;4;4;4;4;1;4;2;4;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;2;4;21,3039485766759
1;1;14;2;2;175;87;3;3;3;3;3;2;2;5;5;5;5;4;2;2;3;2;3;2;2;2;2;1;1;2;3;4;3;4;4;3;3;3;4;4;4;5;4;2;2;5;5;5;5;5;5;5;5;5;4;1;3;4;28,4081632653061
1;0;13;2;3;156;55;2;1;2;3;5;2;4;4;3;5;4;4;5;4;4;3;4;5;4;4;5;3;4;4;3;3;3;1;2;3;4;2;2;1;2;4;4;2;2;3;2;3;2;3;3;2;2;2;4;1;4;4;22,6002629848784
0;0;17;5;2;185;104;3;3;3;3;5;2;3;5;5;4;5;4;2;2;4;3;2;3;3;2;4;3;1;2;2;3;3;2;4;3;99;4;4;5;5;4;4;2;2;5;5;4;5;3;3;4;3;2;2;1;3;2;30,3871439006574
0;0;14;3;1;168;55;2;2;2;2;3;2;3;1;1;1;1;1;5;4;99;5;5;5;99;5;5;3;4;4;99;3;99;1;1;1;4;1;1;1;2;2;1;2;1;1;1;1;5;5;3;3;3;5;2;1;4;2;19,4869614512472
0;0;13;3;3;155;51;2;1;2;2;3;1;3;3;4;3;3;2;4;4;5;5;4;5;4;5;4;4;3;3;3;3;3;3;2;1;3;3;1;1;1;1;1;2;2;1;1;2;2;99;1;2;1;2;2;1;1;1;21,2278876170656
1;1;15;5;3;166;51;4;3;4;4;4;2;4;4;5;5;3;5;4;4;4;4;4;4;5;5;4;5;2;3;3;3;2;5;4;4;5;3;4;5;5;2;2;2;2;2;4;3;2;4;2;4;1;1;2;2;1;4;18,5077660037741
0;0;18;2;3;190;75;1;3;2;2;5;5;5;1;1;1;1;1;4;4;5;4;5;5;3;1;5;3;3;4;4;3;3;2;2;1;3;1;3;4;2;2;2;2;2;1;1;1;2;3;2;3;1;4;2;2;3;3;20,7756232686981
1;1;15;3;4;171;63;1;1;1;1;2;4;4;5;4;4;3;5;3;3;5;3;5;5;3;4;3;5;4;4;4;4;4;3;2;2;4;2;3;2;2;4;2;2;2;4;2;3;3;3;4;2;3;3;1;1;1;1;21,5450907971684
0;0;17;4;4;182;62;4;4;4;4;5;3;5;2;2;2;2;2;5;4;5;5;4;4;4;5;5;4;4;4;4;4;4;3;5;5;1;3;3;3;4;3;3;2;2;3;2;2;5;4;5;5;2;1;2;4;1;3;18,7175461900737
0;0;16;3;3;189;101;3;2;3;3;2;2;2;4;3;4;4;4;3;4;5;4;4;4;4;3;4;3;3;3;4;4;4;3;4;5;4;4;5;4;4;4;4;2;2;4;4;3;5;5;1;5;2;3;2;2;1;1;28,2746843593404
1;0;17;4;3;176;84;4;4;4;3;2;1;2;3;4;4;4;2;3;3;4;3;3;3;2;2;4;3;2;2;3;2;2;4;4;5;4;4;5;4;4;4;4;2;2;4;4;3;3;3;3;3;3;3;2;1;2;2;27,1177685950413
0;0;16;4;2;175;60;2;2;2;3;5;4;3;3;4;4;4;3;5;4;4;5;5;4;5;5;5;4;4;4;4;4;4;2;4;3;4;4;4;3;3;2;4;2;2;2;1;1;5;1;1;2;1;2;3;4;3;4;19,5918367346939
0;1;15;4;3;162;50;3;2;3;3;5;3;5;4;1;3;1;2;4;3;5;5;5;5;4;4;5;5;3;3;4;3;4;5;4;3;4;5;4;4;3;2;2;2;2;1;4;3;2;3;4;2;3;3;4;3;4;1;19,0519737844841
1;1;17;3;2;156;51;1;1;3;3;5;2;5;1;5;5;1;1;5;4;5;4;4;4;5;4;4;4;4;4;4;4;4;5;5;4;5;4;4;5;2;5;1;2;2;3;5;2;2;2;2;5;3;2;4;2;4;4;20,956607495069
1;0;14;2;1;170;60;1;1;1;1;1;1;1;5;4;1;1;1;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;1;1;2;5;1;2;1;1;1;2;2;2;1;1;1;5;5;1;5;1;5;2;4;4;4;20,7612456747405
1;0;18;4;3;178;73;3;3;4;3;5;2;4;4;3;4;4;2;4;4;5;4;3;4;4;4;4;3;3;3;3;3;2;4;4;3;4;4;4;5;5;4;4;2;2;3;2;3;3;2;2;4;2;2;3;2;2;3;23,0400201994698
1;0;13;3;3;185;85;1;1;2;2;1;3;2;3;2;2;1;1;4;5;1;1;3;5;3;4;2;2;2;1;99;3;2;3;3;2;1;3;3;5;5;3;2;2;2;1;2;3;4;3;2;2;2;1;2;3;3;2;24,8356464572681
1;1;16;2;2;166;59;3;1;1;2;5;2;5;2;2;3;4;2;5;5;5;5;4;5;4;4;5;5;4;4;4;4;4;3;2;2;4;1;2;2;1;1;1;2;2;2;4;1;5;1;1;4;1;1;3;3;2;4;21,4109449847583
0;1;18;3;4;160;67;3;2;4;3;5;3;5;5;5;5;5;5;3;4;4;3;3;2;3;2;3;3;2;2;4;3;2;4;5;5;5;2;4;5;5;5;4;2;2;4;5;3;4;2;2;4;4;2;4;1;3;2;26,171875
0;1;18;2;2;174;62;2;1;2;3;5;2;5;4;3;4;4;4;5;4;4;5;4;4;4;5;5;4;3;3;3;2;3;2;2;2;1;3;3;4;2;4;3;2;2;4;4;1;3;1;4;3;2;3;2;1;3;2;20,4782666138195
1;0;16;3;3;172;70;3;3;3;3;3;2;3;4;4;4;4;4;2;2;3;2;2;3;2;2;3;2;2;3;2;3;3;4;4;3;5;4;4;4;3;4;4;2;2;2;2;3;3;3;4;3;3;3;4;2;3;3;23,6614386154678
1;1;15;2;2;166;58;3;1;3;2;4;2;4;3;4;2;2;2;5;4;5;5;5;5;5;5;4;4;3;4;3;4;3;4;4;3;5;3;3;4;4;4;3;2;2;4;2;2;3;1;1;2;2;2;3;3;3;4;21,0480476121353
1;1;13;3;3;168,5;56,5;4;3;4;4;5;2;4;1;3;1;1;1;5;4;5;5;4;5;4;3;5;4;3;3;4;4;3;4;2;4;3;4;3;2;3;2;1;2;2;1;2;2;4;2;1;4;1;4;3;3;3;4;19,8997965994241
1;0;17;5;2;183;60;4;3;5;4;5;2;5;1;1;1;1;1;4;4;5;4;2;4;5;5;5;4;3;3;3;3;4;2;2;3;2;3;1;2;4;3;1;2;2;1;1;2;1;3;1;1;1;4;1;1;2;2;17,9163307354654
1;1;13;4;4;162;47;3;1;4;1;2;2;99;4;5;99;5;5;99;3;3;99;4;3;2;2;3;1;2;99;2;2;2;5;4;99;5;5;4;5;5;5;4;2;1;5;2;3;4;1;3;3;1;1;4;1;2;3;17,908855357415
0;0;13;3;4;148;33,5;3;3;3;3;3;2;3;3;1;3;3;1;5;5;4;5;3;5;5;5;5;99;3;3;3;2;3;1;1;3;1;3;99;1;1;1;1;2;2;1;1;1;5;5;1;5;1;5;2;2;2;4;15,2940102264427
1;0;15;3;3;174;55;2;1;3;1;1;1;1;1;1;1;1;1;5;5;5;5;3;5;3;5;5;5;4;4;4;4;4;1;1;1;5;1;3;1;1;1;1;2;2;1;1;1;5;1;1;5;1;5;1;1;4;4;18,1662042541947
1;1;14;3;3;165;52;2;2;2;3;1;1;1;3;2;2;3;3;3;2;3;3;3;2;2;3;2;1;2;2;2;3;2;3;2;2;3;3;3;2;4;3;3;2;2;2;3;2;3;3;2;4;3;3;2;3;2;2;19,1000918273646
1;0;15;3;4;163;65;2;1;3;4;4;2;4;1;1;1;1;1;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;1;1;1;4;2;2;1;4;4;1;2;2;3;3;1;99;99;99;2;99;99;2;2;4;4;24,4646016033724
0;1;13;4;3;165;50;4;2;3;4;5;1;5;3;4;1;3;4;4;4;4;3;2;3;3;2;4;1;2;2;2;2;2;4;4;5;4;5;4;4;4;4;4;2;2;2;2;2;3;2;2;2;3;3;3;2;4;4;18,3654729109275
0;0;14;3;2;182;82;2;1;2;2;3;2;2;2;2;3;2;2;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;3;2;3;5;3;3;3;2;2;2;2;2;2;3;1;1;1;2;1;2;1;3;3;3;3;24,7554643159039
1;1;14;3;2;155;36;2;1;1;1;3;2;3;1;2;1;1;2;4;3;5;4;2;5;3;5;5;4;4;4;3;4;3;3;4;2;5;2;2;2;3;3;2;2;2;1;1;4;1;2;2;1;1;1;3;3;2;3;14,9843912591051
1;0;15;2;1;165;63;1;1;2;1;1;1;1;2;2;1;2;2;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;2;1;2;3;1;2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;2;3;1;99;23,1404958677686
0;0;14;3;3;180;60;2;1;2;1;4;2;4;4;4;4;4;4;4;4;4;4;5;4;5;4;4;4;3;3;3;3;3;3;3;3;4;2;3;3;3;2;3;2;2;1;1;2;2;2;1;2;1;2;3;3;2;2;18,5185185185185
0;1;16;3;3;175;65;4;4;4;4;4;2;4;5;5;5;5;5;3;2;4;4;4;4;4;4;2;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;2;4;2;4;4;2;2;3;21,2244897959184
0;1;18;3;4;158;51;4;1;2;3;4;2;4;1;2;1;2;1;5;5;4;5;3;5;5;4;5;4;4;4;4;3;4;1;2;1;3;2;3;2;3;3;2;2;2;1;1;1;1;2;3;1;3;1;2;2;3;3;20,4294183624419
0;1;16;3;4;152;50;4;4;3;3;3;2;3;4;5;5;5;3;2;2;3;2;3;2;2;3;1;2;2;2;2;2;2;4;2;4;4;5;3;4;3;5;2;2;2;5;2;4;4;3;2;2;2;2;2;1;3;3;21,6412742382271
0;0;16;4;2;186;75;1;1;1;2;5;1;2;1;1;1;1;1;5;5;5;4;4;5;3;4;4;4;4;4;4;4;4;2;1;1;4;1;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;21,6788067984738
1;1;16;5;2;153;44,1;5;3;4;5;5;2;5;3;5;4;4;2;2;2;4;2;1;2;2;5;1;3;2;2;2;2;3;4;5;5;3;5;3;4;4;5;5;2;1;2;1;3;5;2;1;5;1;4;3;3;2;2;18,8389081122645
0;1;17;3;3;170;65;3;3;3;3;2;2;2;4;4;4;4;4;4;4;5;4;4;5;5;5;5;4;3;3;3;3;3;3;3;3;4;3;4;3;3;4;4;2;2;4;4;3;2;1;4;2;4;2;3;3;3;3;22,4913494809689
0;0;18;4;5;182;117;4;5;4;5;3;2;4;3;5;5;5;3;2;1;3;2;4;3;2;3;3;2;2;2;4;1;3;3;4;3;3;2;4;2;2;4;4;2;2;5;5;1;4;4;5;4;5;4;2;1;3;2;35,3218210361067
0;0;13;2;3;163;49;1;1;2;2;1;1;1;99;1;1;1;99;5;5;5;4;3;4;5;3;5;4;4;3;4;4;4;2;2;1;3;1;1;4;1;2;1;2;2;1;1;1;1;1;1;1;1;1;2;2;1;2;18,4425458240807
1;1;18;2;2;170;61;3;1;3;2;5;3;5;4;2;3;2;3;5;4;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;4;2;3;2;2;1;3;2;1;3;2;3;2;1;2;3;2;4;21,1072664359862
0;0;13;3;4;170;46;2;1;3;2;1;1;1;2;2;1;1;2;4;4;3;3;2;4;2;3;3;3;3;3;3;99;3;2;2;2;3;3;3;1;2;1;3;2;2;1;1;2;2;99;1;2;1;99;99;1;1;3;15,916955017301
1;1;17;2;3;165;50;3;2;3;2;5;3;3;3;3;3;3;3;4;4;4;4;5;5;4;4;5;4;3;3;4;3;4;4;5;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;2;4;4;4;2;1;3;2;18,3654729109275
0;1;15;3;2;170;63;2;2;3;4;5;2;5;3;2;4;3;3;5;5;5;5;5;5;5;4;5;4;4;4;4;4;4;3;2;2;4;2;1;4;2;2;2;2;2;3;3;2;3;1;2;2;2;2;3;1;3;1;21,7993079584775
0;0;15;3;2;175;60;2;1;2;3;5;2;5;2;3;5;4;3;2;2;3;3;3;3;2;2;3;3;2;3;4;3;2;2;2;2;1;2;3;3;1;4;3;2;2;1;1;4;4;3;3;3;3;3;1;1;3;2;19,5918367346939
1;0;14;2;1;179;62;1;1;1;1;5;3;3;1;1;1;1;1;5;5;4;5;3;5;5;5;4;3;4;4;4;4;4;1;1;1;4;1;2;1;1;1;4;2;2;1;1;1;2;2;1;5;1;2;3;2;2;3;19,3502075465809
0;1;18;5;5;162;56;4;5;5;3;5;2;4;5;5;5;4;5;3;3;2;3;4;2;1;2;3;3;2;2;3;1;2;2;4;4;5;3;3;4;3;5;3;2;2;3;4;4;3;5;4;5;2;4;3;1;2;3;21,3382106386222
1;1;18;4;4;160;79;4;2;3;4;5;5;5;2;4;5;5;1;3;2;4;3;2;3;5;2;4;3;2;2;4;4;4;1;3;2;3;1;99;3;1;4;1;2;2;4;4;4;4;4;2;4;3;4;1;1;4;4;30,859375
1;0;18;2;2;187;82;2;3;3;3;1;1;1;2;2;1;1;1;5;4;3;5;2;5;99;99;5;99;3;4;4;99;4;1;1;1;1;2;2;1;1;1;2;2;2;2;4;2;2;99;1;3;1;1;1;2;3;3;23,4493408447482
0;1;14;3;3;165;90;5;3;4;3;5;2;5;5;5;4;5;4;2;2;3;2;2;2;3;2;3;3;2;3;2;2;2;5;5;4;4;4;4;4;4;4;4;2;2;5;4;3;4;2;4;3;2;4;3;1;3;3;33,0578512396694
1;0;18;3;3;168;65;2;3;2;3;3;3;3;2;3;3;2;3;2;2;3;2;3;1;3;3;2;3;2;3;3;2;3;3;3;2;2;3;2;3;3;3;2;99;2;3;2;4;3;3;2;4;3;3;2;2;2;2;23,0300453514739
1;1;17;4;4;168;70;5;4;4;4;5;5;5;5;5;5;5;4;3;2;3;2;3;2;3;1;3;4;2;3;2;1;3;4;5;4;5;4;5;5;4;5;4;2;2;4;4;3;3;3;4;3;4;3;3;3;3;3;24,8015873015873
0;1;14;3;4;153;40;3;3;3;3;5;3;5;5;5;5;5;4;3;99;3;3;3;99;99;99;3;3;2;2;2;3;2;5;5;4;4;4;4;5;4;5;4;2;2;1;1;4;5;2;1;5;1;5;2;1;2;2;17,0874449997864
1;1;14;3;2;148;40;5;4;4;5;4;2;4;5;5;5;5;5;3;2;3;3;3;2;4;2;2;3;2;2;3;4;3;2;4;4;2;4;5;3;4;5;5;2;2;5;5;5;5;3;1;5;1;4;4;1;4;4;18,2615047479912
1;1;15;3;4;169;61;3;2;2;3;4;2;4;3;4;3;3;2;4;3;4;3;4;3;3;4;3;3;2;2;2;3;2;2;2;2;4;1;2;1;2;2;1;2;2;3;4;3;4;3;3;4;2;4;3;2;4;4;21,3577955953923
1;0;15;3;1;180;74;2;1;3;2;1;1;1;3;3;3;3;3;2;2;3;2;3;2;2;2;3;2;3;3;4;3;3;2;3;2;3;3;3;3;3;2;3;2;2;3;3;3;3;3;3;3;3;3;1;1;1;1;22,8395061728395
1;0;18;3;2;172;65;1;1;2;2;3;1;3;1;2;3;3;1;5;5;5;4;4;5;5;5;5;5;4;4;4;3;4;1;2;1;2;2;2;1;2;2;1;2;2;2;1;2;5;1;4;5;1;5;1;1;1;4;21,9713358572201
1;1;14;3;2;168;52;3;1;2;3;4;2;3;3;4;4;4;2;5;5;5;5;3;5;4;5;4;4;3;4;3;4;4;2;4;2;2;2;3;2;1;2;4;2;2;2;3;2;3;3;2;4;2;2;2;2;2;4;18,4240362811791
0;0;17;3;2;178;78;2;1;2;1;2;1;2;1;2;1;1;1;4;4;4;4;3;3;4;3;5;99;3;3;3;1;3;3;1;3;3;1;1;3;1;1;1;2;2;3;3;1;1;1;1;1;1;1;2;2;2;2;24,6181037747759
0;1;15;2;5;162;50;5;1;4;5;4;2;4;3;4;1;2;3;5;4;5;4;5;4;4;5;4;4;2;2;4;3;4;2;2;2;4;1;2;1;2;2;1;2;2;2;1;3;3;2;1;3;1;3;4;3;3;2;19,0519737844841
0;1;14;2;2;171;75;1;1;2;1;4;2;4;1;1;5;1;1;5;5;5;5;5;4;5;4;5;5;4;4;3;3;3;2;1;1;5;3;5;3;2;1;3;2;2;4;5;2;2;1;1;1;1;1;3;2;3;3;25,6489176156766
1;1;13;3;3;161;44;3;1;1;1;5;3;5;1;5;1;1;2;5;5;5;5;3;5;5;5;5;5;4;4;3;3;1;3;3;3;3;3;3;3;3;3;3;2;2;1;1;1;2;1;1;2;1;2;3;3;2;4;16,9746537556421
1;0;13;3;3;166;60;3;1;3;3;1;1;1;4;4;2;4;2;3;3;3;2;3;3;3;3;3;2;2;2;2;2;2;4;4;4;4;4;3;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;1;2;4;21,7738423573813
0;1;16;4;5;167;59;4;3;2;2;3;2;3;2;2;4;4;1;5;4;5;5;2;5;5;4;4;4;3;4;4;2;4;4;4;2;5;2;3;3;5;5;5;2;2;5;3;2;3;1;3;2;3;3;3;2;4;99;21,1552942020151
1;1;13;2;3;157;46;3;1;3;3;5;2;5;3;3;3;3;2;2;3;3;3;2;3;3;3;3;3;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;1;4;2;2;3;2;3;3;3;3;2;2;4;18,6620146861942
1;1;16;4;4;174;71;2;2;3;3;5;1;5;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;2;3;2;2;2;1;3;4;4;4;2;1;1;3;2;2;2;5;5;4;5;3;4;5;3;4;3;1;2;4;23,4509182190514
1;1;16;4;5;168;54,5;3;1;4;5;5;2;5;4;4;4;4;2;5;3;4;3;4;3;5;4;4;4;3;2;4;3;3;5;5;5;5;3;5;4;4;4;4;2;2;4;4;3;2;4;2;3;1;3;3;3;4;4;19,3098072562358
1;0;13;3;3;166;48;3;1;1;2;4;2;4;4;4;4;4;2;2;2;3;3;3;2;3;3;2;3;2;4;2;3;3;2;3;2;2;2;3;2;2;3;3;2;2;2;2;3;4;3;2;4;2;3;2;1;1;3;17,4190738859051
0;0;13;3;2;165;49;2;1;2;2;5;3;5;2;4;3;2;3;4;4;4;5;5;4;4;4;4;3;3;3;3;3;3;5;4;4;4;3;5;4;3;3;2;2;2;1;3;4;2;4;2;3;2;1;4;1;2;4;17,9981634527089
1;0;14;3;1;152;40;1;3;3;2;2;1;2;4;4;3;4;3;5;5;4;5;3;5;5;4;5;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;2;2;1;1;2;2;3;3;4;3;3;3;2;3;4;17,3130193905817
0;0;16;3;2;170;71;2;2;2;3;1;1;1;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;2;3;3;3;2;4;4;3;4;4;4;3;4;4;4;2;2;4;4;3;3;3;3;3;3;2;4;1;3;3;24,5674740484429
1;1;18;3;3;158;60;3;3;3;3;3;2;3;99;5;5;5;99;3;2;3;3;3;3;99;3;3;3;2;2;2;2;3;99;4;5;4;99;4;4;2;5;3;2;2;5;5;5;4;4;4;5;5;4;3;1;2;4;24,034609838167
0;0;14;3;3;168;50;1;1;1;1;3;2;3;2;2;2;2;2;3;4;3;4;3;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;4;3;3;3;3;2;2;1;1;3;2;3;1;5;2;4;2;1;2;2;17,7154195011338
1;0;14;3;2;178;64;1;1;2;1;3;2;3;2;4;4;4;3;2;3;3;3;1;99;2;2;3;3;2;2;2;3;3;2;3;3;4;2;2;1;1;5;2;2;2;3;2;4;1;2;1;2;1;4;2;3;2;4;20,1994697639187
0;0;17;2;2;166;59;1;1;1;1;5;1;5;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;4;4;99;4;99;4;2;2;3;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;21,4109449847583
0;1;14;1;3;162;52;3;1;3;2;2;2;3;1;4;3;1;1;5;4;5;5;5;5;4;4;5;5;4;4;3;3;3;3;3;3;3;3;3;2;3;4;3;2;2;1;1;2;3;1;3;2;2;3;3;4;2;2;19,8140527358634
0;1;18;3;3;181;69;3;2;3;2;5;2;3;3;4;3;4;1;5;4;5;5;5;5;5;4;5;5;4;4;4;3;4;4;2;3;4;2;3;1;5;1;1;2;2;2;2;2;4;2;1;4;1;3;4;3;2;4;21,0616281554287
0;1;17;3;2;163;65;4;3;3;4;3;3;3;4;5;5;5;4;2;2;4;2;4;3;3;2;3;3;2;2;3;4;3;4;4;2;5;4;3;3;2;4;2;2;2;4;4;4;4;4;3;4;3;2;3;1;3;2;24,4646016033724
0;1;15;3;4;168;50;3;3;3;2;5;2;5;4;5;1;5;4;2;3;4;2;3;2;3;1;3;2;2;2;3;2;2;5;5;4;4;5;4;3;4;5;3;2;1;4;2;5;4;4;1;2;1;5;4;1;3;3;17,7154195011338
0;1;17;4;3;172;60;3;3;3;3;4;2;5;3;2;1;3;2;4;2;4;2;4;3;2;2;4;2;2;2;2;3;3;3;4;3;4;2;4;1;3;2;1;2;2;1;4;3;3;5;3;4;1;3;3;2;3;2;20,2812330989724
1;0;14;3;1;182;80;2;2;3;2;3;2;3;2;3;2;2;2;5;5;5;5;5;5;5;5;5;5;3;3;4;4;4;3;2;2;4;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;3;2;3;3;24,1516725033209
0;0;14;2;3;161;51;2;2;2;2;1;1;1;99;3;1;2;99;5;4;5;5;4;5;5;4;5;4;3;4;4;3;3;3;3;3;3;3;3;2;3;4;3;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;19,6751668531307
1;0;13;3;3;157;69;3;1;3;2;2;1;2;3;4;5;4;3;3;3;3;3;4;2;4;3;3;4;3;3;4;3;3;4;4;4;4;4;5;4;4;4;4;2;2;4;4;2;4;3;4;4;4;4;3;1;3;4;27,9930220292912
1;1;16;5;5;169;93;4;4;4;4;5;3;5;5;4;5;5;2;3;2;3;2;2;2;3;1;2;2;2;1;2;2;2;3;2;4;4;2;4;4;2;5;4;2;2;4;5;4;4;4;4;4;5;4;3;1;4;4;32,5618850880571
0;1;17;3;1;168;75;3;1;2;5;4;2;3;3;1;1;2;1;4;4;4;3;3;4;4;3;4;4;2;3;3;3;3;2;2;3;4;2;3;2;2;2;2;2;2;2;3;2;2;3;5;3;3;3;3;1;2;99;26,5731292517007
1;1;18;3;3;153;58;4;4;3;4;5;2;4;4;4;5;5;4;2;1;3;2;3;2;2;2;3;2;1;2;2;2;3;5;5;4;4;3;2;4;4;5;1;2;2;5;5;4;4;3;4;5;2;4;4;1;4;4;24,7767952496903
0;1;18;4;2;172,5;75;4;1;3;4;4;2;4;3;2;2;2;1;3;3;5;4;4;3;4;2;4;3;3;2;3;4;4;2;5;2;5;4;3;2;4;2;4;2;2;2;5;2;2;1;3;5;1;2;4;1;3;1;25,2047889098929
1;0;16;4;4;178;90;3;3;3;3;1;1;1;2;3;5;4;2;3;2;3;2;3;3;2;2;3;3;2;2;3;2;2;4;4;4;3;3;3;4;4;4;4;2;99;4;4;3;2;3;5;2;3;3;3;1;3;3;28,4055043555107
0;1;15;3;3;173;65;3;1;4;4;5;3;5;3;3;3;3;1;4;4;5;3;4;4;5;4;4;5;3;3;4;4;4;4;4;4;5;3;4;4;3;4;3;2;2;1;3;2;1;3;3;3;3;3;2;2;1;1;21,7180660897457
1;1;14;4;2;150;39;2;2;2;2;5;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;99;2;2;2;3;1;2;99;2;5;2;3;2;5;2;2;4;2;3;3;3;2;2;2;3;99;99;1;3;17,3333333333333
1;0;13;3;3;160;55;3;1;1;2;4;2;3;3;4;5;4;2;4;3;3;3;4;4;4;3;4;3;2;3;3;3;3;3;2;2;2;2;2;2;3;2;1;2;2;1;1;3;5;3;3;5;1;5;3;1;2;4;21,484375
1;0;16;3;3;160;55;3;3;3;3;3;3;3;2;3;2;3;2;3;3;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;3;3;4;4;3;4;4;4;1;1;3;4;2;2;2;3;3;3;3;2;2;2;3;21,484375
1;0;16;2;2;185;71;1;1;2;2;5;2;5;2;1;1;1;1;5;5;5;4;4;5;5;4;5;3;4;4;3;4;4;1;2;3;2;3;2;2;1;2;1;2;2;1;1;2;2;99;1;2;1;2;99;2;3;4;20,745069393718
1;0;14;3;1;175;70;4;3;3;4;1;1;1;4;4;5;4;3;2;3;4;3;2;2;2;2;3;99;2;99;3;3;2;2;4;3;4;4;4;5;3;5;4;2;2;4;3;4;5;99;2;3;99;3;3;2;3;3;22,8571428571429
0;0;17;3;2;185;85;2;2;1;4;4;2;3;1;2;1;2;1;5;3;4;4;3;3;4;99;4;2;3;3;3;4;4;2;2;2;99;1;3;2;2;3;2;2;2;3;2;3;4;2;99;2;1;99;2;1;3;2;24,8356464572681
1;0;15;3;3;169;65;2;2;2;3;4;4;3;3;3;2;3;2;3;4;3;3;3;3;4;3;4;4;3;3;3;4;3;4;4;4;3;3;5;4;3;4;3;2;2;4;3;3;2;4;3;3;4;3;2;2;2;2;22,7583067819754
0;0;18;2;1;186;64;3;3;1;3;5;3;5;1;3;4;2;2;3;5;4;3;3;3;4;4;3;2;2;2;2;4;2;3;4;4;4;4;4;2;3;3;4;2;2;1;1;3;2;3;1;2;1;3;3;2;1;1;18,499248468031
0;0;16;4;4;152;60;4;4;4;5;4;3;4;4;4;3;4;4;5;5;4;4;5;5;3;4;4;3;3;3;2;3;3;2;4;4;4;4;3;3;3;3;3;2;2;3;3;4;2;2;3;3;2;3;1;2;3;2;25,9695290858726
1;0;17;5;2;183;73;5;5;5;5;4;2;4;4;4;5;5;2;4;2;2;2;2;2;2;1;3;4;2;2;3;4;4;4;4;5;3;2;4;2;3;3;3;2;2;3;5;4;3;4;4;5;4;4;3;2;2;2;21,7982023948162
0;1;16;3;3;160;53;5;3;5;4;5;2;5;2;1;4;4;4;5;5;5;5;5;5;3;5;5;5;2;4;3;2;4;1;4;3;4;1;5;1;1;3;5;2;2;1;2;2;1;1;1;4;1;1;3;2;4;2;20,703125
0;1;16;4;3;164;52;4;3;4;4;5;2;3;2;2;2;2;1;5;5;4;5;4;5;4;4;5;5;3;4;3;2;4;2;2;2;4;2;2;4;4;3;2;2;2;1;1;2;4;2;1;4;2;4;2;2;2;1;19,3337299226651
0;0;15;3;2;168;55;2;1;2;2;2;2;3;4;2;2;2;2;5;5;5;5;5;5;5;5;5;4;3;3;4;4;4;1;2;5;4;3;2;2;1;4;2;2;2;1;1;2;2;1;1;1;1;1;4;3;3;4;19,4869614512472
